ReferenceID,BibliographicReference,ReferenceYear
REF149,"""Byun B. et al. (2012). A review of the genus Adoxophyes (Lepidoptera Tortricidae) in Korea with description of A. paraorana sp. nov. Animal cells and systems 16(2) 154-161""",2012
REF150,"""Byun B. et al. (2012). A review of the genus Grapholita (Lepidoptera Tortricidae) in North Korea. Animal Systematics Evolution and Diversity. 28(4): 291-296""",2012
REF151,"""Byun B. et al. (2013). Two unrecorded species of Tortricidae (Lepidoptera) from North Korea with notes on collection localities of North Korean Tortricids deposited at the Hungarian Natural History Museum. Korean Journal of Applied Entomology. 52(1): 53-59""",2013
REF152,"""CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI""",2024
REF153,"""Cabral M. et al. (2023) Bedellia somnulentella (Lepidoptera: Bedelliidae): New hosts of the genus Ipomoea (Convolvulaceae) in Brazil. Journal of Plant Diseases and Protection. 130(1): 205-209""",2023
REF154,"""Calhoun J. Smith R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493""",2022
REF155,"""Caliskan S. (2014). Review of the the genus Chrysoclista Stainton 1854 (Lepidoptera: Agonoxenidae) in Turkey with a new species. Journal of the Entomological Research Society. 16(3): 67-73""",2014
REF156,"""Camarero J. et al. (2003). The impact of a needleminer (Epinotia subsequana) outbreak on radial growth of silver fir (Abies alba) in the Aragon Pyrenees: a dendrochronological assessment. Dendrochronologia. 21(1): 3-12""",2003
REF157,"""Canete-Salinas P. et al. (2024). Use of satellite images to monitor Leucoptera sinuella leaf damage in poplar plantations in central Chile. New Forests. 1-14""",2024
REF158,"""Cao L. et al. (2016). Rapid genetic structuring of populations of the invasive fall webworm in relation to spatial expansion and control campaigns. Diversity and Distributions. 22: 1276-1287""",2016
REF159,"""Capinera J. (2005). Melonworm Diaphania hyalinata Linnaeus (Insecta: Lepidoptera: Pyralidae). Florida Cooperation Extension Service Institute of Food and Agricultural Sciences University of Florida Gainesville Florida: EENY163""",2005
REF160,"""Capps H. (1948). Status of the pyraustid moths of the genus Leucinodes in the New World with descriptions of new genera and species. Proceedings of the United States National Museum. 98(3223): 69-83""",1948
REF161,"""Carpenter J. et al. (1978). Pests and diseases of the date palms. Agriculture Handbook. 524:1-40""",1978
REF162,"""Carter D. (1984). Pest Lepidoptera of Europe: with special reference to the British Isles (Vol. 31). Springer Science and Business Media. Berlin Germany""",1984
REF163,"""Carter W. (1934). Notes on two Pests of Pineapple not known in Hawaii. Proceedings of the Hawaiian Entomological Society. 8(3): 395-397""",1934
REF164,"""Cary M. (1951). Distribution of Sphingidae (Lepidoptera: Heterocera) in the Antillean-Caribbean Region. Transactions of the American Entomological Society. 77(2): 63-129""",1951
REF165,"""Casagrande R. et al. (2011). A petition for experimental open-field release of Hypena opulenta a potential biological control agent of swallow-worts (Vincetoxicum nigrum and V. rossicum) in North America. Appendix E pp. 172. In Mason P. et al. (2017). Guide for the first-time importation and release of arthropod biological control agents in Canada. Agriculture and Agri-Food Canada""",2011
REF166,"""Caton B. et al. (2006). Arrivals of hitchhiking insect pests on international cargo aircraft at Miami International Airport. Biological Invasions. 8: 765-785""",2006
REF167,"""Cerny K. (2011). A Review of the subfamily Arctiinae (Lepidoptera: Arctiidae) from the Philippines. Entomofauna. 32(3): 29-92""",2011
REF168,"""Chambon J. et al. (1990). Trois nouvelles Tordeuses dAlgerie nuisibles aux Coniferes: Epinotia algeriensis n. sp.(Olethrentinae Eucosmini) Lozotaenia cedrivora n. sp. et Dichela numidicola n. sp.(Tortricinae Archipini)[Lep. Tortricidae]. Bulletin de la Societe entomologique de France. 95(3): 131-138""",1990
REF169,"""Charles J. et al. (1987). Preliminary studies of Eutorna phaulocosma (Lepidoptera: Oecophoridae) in New Zealand. New Zealand Journal of Zoology. 14(4): 519-526""",1987
REF170,"""Chen F. et al. (2006). A review of the genus Scirpophaga Treitschke 1832 in China (Lepidoptera: Pyralidae). Zootaxa. 1236(1): 1-22""",2006
REF171,"""Chen F. et al. (2010). A review of the genus Elophila Hubner 1822 in China (Lepidoptera: Crambidae: Acentropinae). Aquatic Insects. 32(1): 35-60""",2010
REF172,"""Chen Q. et al. (2017). Age-stage two-sex life table of Parapoynx crisonalis (Lepidoptera: Pyralidae) at different temperatures. PloS one. 12(3): e0173380""",2017
REF173,"""Chen X. et al. (2022). Factors affecting the geographical distribution of invasive species in China. Journal of Integrative Agriculture. 21(4): 1116-1125""",2022
REF174,"""Chen Y. et al. (2021). Performances of six eupelmid egg parasitoids from China on Japanese giant silkworm Caligula japonica with different host age regimes. Journal of Pest Science. 94: 309-319""",2021
REF175,"""Chen Y. et al. (2022). An investigation of Caligula japonica (Lepidoptera: Saturniidae) egg distribution and associated parasitoids on walnut trees (Juglans regia L.) in northwestern China. International Journal of Pest Management 68(2) 184-191""",2022
REF176,"""Chettri P. Yonle R. (2021). Partial checklist of moths (Lepidoptera) of Darjeeling hills West Bengal India. International Journal of Entomology Research. 6(3): 89-99""",2021
REF177,"""Chidege M. et al. (2016). First record of tomato leaf miner Tuta absoluta (Meyrick) (Lepidoptera: Gelechiidae) in Tanzania. Agriculture and Food Security. 5: 17""",2016
REF178,"""Chidege M. et al. (2017). Tomato leaf miner Tuta absoluta (Meyrick)(Lepidoptera: Gelechiidae) detected in namibe province Angola. Journal of Applied Life Sciences International. 12(4): 1-5""",2017
REF179,"""Chin D. et al. (2010). Field guide to pests beneficials diseases and disorders of mangoes. Available at: https://dpir.nt.gov.au/__data/assets/pdf_file/0006/227832/mango_field_guide.pdf""",2010
REF180,"""Chireceanu C. et al. (2020). Invasive Insect Species Detected on Grapevines in Romania during 2016-2019 and First Record of Erasmoneura vulnerata (Fitch 1851) (Hemiptera: Cicadellidae). Acta Zoologica Bulgarica. 72(4): 649-659""",2020
REF181,"""Chireceanu C. et al. (2022). The walnut shield bearer Coptodisca lucifluella (Clemens 1860)(Lepidoptera: Heliozelidae)-the first record in Romania. Romanian Journal for Plant Protection. 15: 15-23""",2022
REF182,"""Chittenden F. (1913). The Florida fern caterpillar (No. 125). US Department of Agriculture Bureau of Entomology""",1913
REF183,"""Choldumrongkul S. et al. (2007). Geographical distribution and status of Actias Moths in Thailand. Walailak Journal of Science and Technology (WJST). 4(2): 203-213""",2007
REF184,"""Choudhary J. et al. (2019). Predicting the invasion potential of indigenous restricted mango fruit borer Citripestis eutraphera (Lepidoptera: Pyralidae) in India based on MaxEnt modelling. Current Science. 116(4): 636-642""",2019
REF185,"""Chowdhury S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27(3): 402-415""",2020
REF186,"""Chown S. Avenant N. (1992). Status of Plutella xylostella at Marion Island six years after its colonisation. South African Journal of Antarctic Research. 22: 37-40""",1992
REF187,"""Chu S. et al. (2019). Host Range of Herpetogramma basalis (Lepidoptera: Crambidae) a Biological Control Agent for the Invasive Weed Alternanthera philoxeroides (Centrospermae: Amaranthaceae) in China. Journal of Insect Science. 19(6): 1-7""",2019
REF188,"""Chung A. et al. (2012). Infestation of Achaea janata Linnaeus (Lepidoptera: Noctuidae) in the mangroves of Sandakan Sabah. In: Mohammed C. et al. (2012). Proceedings of the International Conference on the Impacts of Climate Change to Forest Pests and Diseases in the Tropics. 8-10 October 2012 Yogyakarta Indonesia. Pp. 222-225""",2012
REF189,"""Chutia B. et al. (2016). Conservation strategies of Actias selene Hubner: A wild silk moth in Nagaland India. Environment Conservation Journal. 17(1): 41-45""",2016
REF190,"""Clarke B. Gates-Clarke J. (1984). Insects of Micronesia Microlepidoptera: Gelechioidea. Insects of Micronesia. 9(2): 145-155""",1984
REF191,"""Clarke C. Sheppard P. (1975). The genetics of the mimetic butterfly Hypolimnas bolina (L.). Philosophical Transactions of the Royal Society of London B Biological Sciences. 272(917): 229-265""",1975
REF192,"""Clarke J (1971). The Lepidoptera of Rapa Island. Smithsonian Contributions to Zoology. 56""",1971
REF193,"""Clarke J. (1986): Pyralidae and Microlepidoptera of the Marquesas Archipelago. Smithsonian Contributions to Zoology. 416""",1986
REF194,"""Cock M. (2015). A critical review of the literature on the pest Erionota spp.(Lepidoptera Hesperiidae): taxonomy distribution food plants early stages natural enemies and biological control. CABI Reviews. 10(007): 1-30""",2015
REF195,"""Cock M. (2017) A preliminary catalogue of the moths (Lepidoptera except Papilionoidea) of Tobago West Indies. Insecta Mundi. 585: 1-58""",2017
REF196,"""Cock M. et al. (2017). Molecular methods to detect Spodoptera frugiperda in Ghana and implications for monitoring the spread of invasive species in developing countries. Scientific Reports. 7(1): 4103""",2017
REF197,"""Cock M. et al. (2023). Citizen science to monitor the establishment and spread of a biological control agent: the case of Pareuchaetes pseudoinsulata (Lepidoptera Erebidae) for the control of Chromolaena odorata (Asteraceae) in South and South-East Asia. CABI Agriculture and Bioscience. 4: 25""",2023
REF198,"""Cock M. et al. (2023). New records of butterflies and moths (Lepidoptera) from Tobago West Indies with two new combinations and one new synonym in Erebidae. Living World Journal of The Trinidad and Tobago Field Naturalists Club. 99-125""",2023
REF199,"""Cock M. et al. (2025). Publicly-shared DNA barcodes and citizen science images provide new evidence on the establishment and spread of a lantana biological control agent Orphanostigma haemorrhoidalis (Lepidoptera Crambidae). CABI Agriculture and Bioscience. 6(1): 0010""",2025
REF200,"""Cock M. Holloway J. (1982). The history of and prospects for the biological control of Chromolaena odorata (Compositae) by Pareuchaetes pseudoinsulata Rego Barros and allies (Lepidoptera: Arctiidae). Bulletin of Entomological Research. 72(2): 193-205""",1982
REF201,"""Coetzer A. Westrip J. (2021). Hypolimnas misippus. The IUCN Red List of Threatened Species 2021: e.T62148588A161331411""",2021
REF202,"""Common I. (2000). Oecophorine genera of Australia III: the Barea group and unplaced genera (Lepidoptera: Oecophoridae) (Vol. 8). Csiro Publishing""",2000
REF203,"""Commonwealth Scientific and Industrial Research Organization (CSIRO) (2024). Australian Moths Online - Australian National Insect Collection. Available at: https://moths.csiro.au/""",2024
REF204,"""Conant P. et al. (2002). Nettle caterpillar Darna pallivitta Moore (Lepidoptera: Limacodidae). New pest advisory No. 01-03. State of Hawaii Department of Agriculture Honolulu HI""",2002
REF205,"""Cong Q. et al. (2017). The first complete genomes of Metalmarks and the classification of butterfly families. Genomics. 109(5): 485-493""",2017
REF206,"""Contant H. (1988). Modification of microclimate by the blueberry leaf-tier Cheimophila salicella (Hbn.)(Lepidoptera: Oecophoridae) [PhD Dissertation University of British Columbia]""",1988
REF207,"""Convey P. (2005). Recent lepidopteran records from sub-Antarctic South Georgia. Polar Biology. 28: 108-110""",2005
REF208,"""Cooley T. Reardon R. (2022). Field Guide to the Slug Moths (Lepidoptera: Limacodidae) of West Virginia. Forest Service U.S. Department of Agriculture. 84pp""",2022
REF209,"""Cork A. et al. (1992). Female sex pheromone of oriental tobacco budworm Helicoverpa assulta (Guenee)(Lepidoptera: Noctuidae): Identification and field testing. Journal of Chemical Ecology. 18: 403-418""",1992
REF210,"""Corley M. et al. (2006). Miscellaneous additions to the Lepidoptera of Portugal (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 34(136): 407-427""",2006
REF211,"""Corley M. et al. (2015). New and interesting Portuguese Lepidoptera records from 2015 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 44(176): 615-643""",2015
REF212,"""Corley M. et al. (2017). Borkhausenia crimnodes Meyrick 1912 (Lepidoptera Oecophoridae) a southern hemisphere species resident in Portugal. Nota Lepidopterologica. 40(1): 15-24""",2017
REF213,"""Corley M. et al. (2020). New and interesting Portuguese Lepidoptera records from 2019 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 48(192): 609-641""",2020
REF214,"""Coshan P. (1974). The biology of Coleophora serratella (L.)(Lepidoptera: Coleophoridae). Transactions of the Royal Entomological Society of London. 126(2): 169-188""",1974
REF215,"""Cotoras D. Pakarati S. (2023). Detection of the Large White butterfly Pieris brassicae (Linnaeus 1758) (Lepidoptera Pieridae) in Rapa Nui (Easter Island). Nota Lepidopterologica. 46: 31-35""",2023
REF216,"""Coulson S. et al. (2002). Aerial colonization of high Arctic islands by invertebrates: the diamondback moth Plutella xylostella (Lepidoptera: Yponomeutidae) as a potential indicator species. Diversity and Distributions. 8: 327-334""",2002
REF217,"""Covell Jr. C. et al. (1986). Ennomos alniaria (Lepidoptera: Geometridae) a European Moth Recently Discovered in British Columbia. The Canadian Entomologist. 118(5): 499-501""",1986
REF218,"""Cox P. (1986). A survey of stored product Lepidoptera in New Zealand. New Zealand Journal of Experimental Agriculture. 14(1): 71-76""",1986
REF219,"""Crabo L. Holden D. (2020). A Review of Established Accidentally-Introduced Noctuoidea in the Pacific Northwest Region of North America with First Report of the Eurasian Cutworm Mesapamea secalis (L.)(Noctuidae Noctuinae Apameini) for North America. The Journal of the Lepidopterists Society. 74(2): 95-105""",2020
REF220,"""Cuda J. et al. (2019). Risk assessment of Episimus unguiculus (Lepidoptera: Tortricidae) a biological control agent of Schinus terebinthifolia (Sapindales: Anacardiaceae) in Hawaii USA. Biocontrol Science and Technology. 29(4): 365-387""",2019
REF221,"""Czerniakowski Z. Olbrycht T. (2015). Invasive species and their role in historic park sites. Technical Transactions: Architecture. 5-A/2015: 34-40""",2015
REF222,"""da Silva D. et al. (2006). External morphology of the immature stages of neotropical heliconians: V. Agraulis vanillae maculosa (Lepidoptera Nymphalidae Heliconiinae). Iheringia Serie Zoologica. 96(2)""",2006
