Species;Area;Realm;Cryptogenic;Introduced;Dispersal;Established;Eradicated;Intentional_Release;Year;Reference Year;Reference
Spodoptera litura;India;Oriental;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Plutella xylostella;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera exempta;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Conogethes punctiferalis;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Erionota thrax;Hawaii;Nearctic;;1.0;;1.0;0.0;;1975.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pieris rapae;Hawaii;Nearctic;;1.0;;1.0;0.0;;1897.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pectinophora gossypiella;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phyllocnistis citrella;Hawaii;Nearctic;;1.0;;1.0;0.0;;2000.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Cactoblastis cactorum;Hawaii;Nearctic;;1.0;;1.0;0.0;;1950.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Helicoverpa zea;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Opogona sacchari;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Cryptoblabes gnidiella;Hawaii;Nearctic;;1.0;;1.0;0.0;;1905.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Ectomyelois ceratoniae;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Chrysodeixis chalcites;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Acrolepiopsis assectella;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Mythimna unipuncta;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Agrotis ipsilon;Hawaii;Nearctic;0.0;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Chilo suppressalis;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Darna pallivitta;Hawaii;Nearctic;;1.0;;1.0;0.0;;2001.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pyroderces rileyi;Hawaii;Nearctic;;1.0;;1.0;0.0;;1892.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera litura;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Epiphyas postvittana;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Plutella xylostella;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Megalorhipida leucodactylus;Hawaii;Nearctic;;1.0;;1.0;0.0;;1881.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Praeacedes atomosella;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Agrius cingulatus;Hawaii;Nearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Galleria mellonella;Hawaii;Nearctic;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Carposina sasakii;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Hyphantria cunea;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pectinophora gossypiella;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera frugiperda;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Opogona sacchari;China;Sino-Japanese;;1.0;;1.0;0.0;;1995.0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Helicoverpa armigera;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Dendrolimus punctatus;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Adoxophyes orana;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Lymantria dispar;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Ostrinia nubilalis;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Lymantria mathura;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Agrotis ipsilon;China;Sino-Japanese;0.0;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera litura;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Plutella xylostella;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Grapholita molesta;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Zeiraphera diniana;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Carposina sasakii;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Erionota thrax;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Helicoverpa armigera;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Lymantria dispar;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Paranthrene tabaniformis;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Dendrolimus sibiricus;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Grapholita funebrana;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Grapholita molesta;China;Palearctic;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Carposina sasakii;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Conogethes punctiferalis;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Hyphantria cunea;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pectinophora gossypiella;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera frugiperda;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Helicoverpa armigera;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Agrotis ipsilon;China;Sino-Japanese;0.0;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera litura;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Plutella xylostella;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Grapholita molesta;China;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pieris brassicae;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pectinophora gossypiella;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Sitotroga cerealella;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phyllocnistis citrella;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera frugiperda;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Helicoverpa armigera;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Papilio demoleus;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Agrotis ipsilon;India;Oriental;0.0;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Conopomorpha cramerella;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Chilo partellus;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera litura;India;Oriental;;1.0;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Plutella xylostella;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Grapholita funebrana;India;Oriental;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Pieris brassicae;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Lobesia botrana;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Helicoverpa armigera;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Cydalima perspectalis;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Adoxophyes orana;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Lymantria dispar;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Lymantria mathura;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Agrotis ipsilon;Japan;Sino-Japanese;0.0;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Paranthrene tabaniformis;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Autographa gamma;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Spodoptera litura;Japan;Sino-Japanese;;;;1.0;0.0;;;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
